[INFO 1637258687.767362100] [gps_imu_simul_node]: listened state: {position: {x: 1.099998, y: 0.999998, theta: 0.000000}, velocity: {u: 0.999952, v: -0.000058, r: 0.000001}, time: 0.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.768187600] [gps_imu_simul_node]: published simulated state: {position: {x: 1.099998, y: 0.999998, theta: 0.000000}, velocity: {u: 0.999952, v: -0.000058, r: 0.000001}, time: 0.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.838421100] [gps_imu_simul_node]: listened state: {position: {x: 1.199991, y: 0.999992, theta: 0.000000}, velocity: {u: 0.999920, v: -0.000118, r: 0.000002}, time: 0.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.839261700] [gps_imu_simul_node]: published simulated state: {position: {x: 1.199991, y: 0.999992, theta: 0.000000}, velocity: {u: 0.999920, v: -0.000118, r: 0.000002}, time: 0.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.848432100] [gps_imu_simul_node]: listened state: {position: {x: 1.299985, y: 0.999982, theta: 0.000001}, velocity: {u: 0.999919, v: -0.000180, r: 0.000004}, time: 0.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.849436700] [gps_imu_simul_node]: published simulated state: {position: {x: 1.299985, y: 0.999982, theta: 0.000001}, velocity: {u: 0.999919, v: -0.000180, r: 0.000004}, time: 0.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.856404800] [gps_imu_simul_node]: listened state: {position: {x: 1.399985, y: 0.999968, theta: 0.000001}, velocity: {u: 0.999959, v: -0.000244, r: 0.000005}, time: 0.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.857352000] [gps_imu_simul_node]: published simulated state: {position: {x: 1.399985, y: 0.999968, theta: 0.000001}, velocity: {u: 0.999959, v: -0.000244, r: 0.000005}, time: 0.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.864879400] [gps_imu_simul_node]: listened state: {position: {x: 1.499998, y: 0.999949, theta: 0.000001}, velocity: {u: 1.000048, v: -0.000313, r: 0.000006}, time: 0.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.865722700] [gps_imu_simul_node]: published simulated state: {position: {x: 1.499998, y: 0.999949, theta: 0.000001}, velocity: {u: 1.000048, v: -0.000313, r: 0.000006}, time: 0.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.873285300] [gps_imu_simul_node]: listened state: {position: {x: 1.600033, y: 0.999924, theta: 0.000002}, velocity: {u: 1.000194, v: -0.000385, r: 0.000007}, time: 0.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.874147300] [gps_imu_simul_node]: published simulated state: {position: {x: 1.600033, y: 0.999924, theta: 0.000002}, velocity: {u: 1.000194, v: -0.000385, r: 0.000007}, time: 0.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.881832600] [gps_imu_simul_node]: listened state: {position: {x: 1.700100, y: 0.999895, theta: 0.000003}, velocity: {u: 1.000403, v: -0.000459, r: 0.000008}, time: 0.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.882736000] [gps_imu_simul_node]: published simulated state: {position: {x: 1.700100, y: 0.999895, theta: 0.000003}, velocity: {u: 1.000403, v: -0.000459, r: 0.000008}, time: 0.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.890455500] [gps_imu_simul_node]: listened state: {position: {x: 1.800207, y: 0.999860, theta: 0.000004}, velocity: {u: 1.000677, v: -0.000535, r: 0.000010}, time: 0.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.891495800] [gps_imu_simul_node]: published simulated state: {position: {x: 1.800207, y: 0.999860, theta: 0.000004}, velocity: {u: 1.000677, v: -0.000535, r: 0.000010}, time: 0.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.898941800] [gps_imu_simul_node]: listened state: {position: {x: 1.900367, y: 0.999820, theta: 0.000005}, velocity: {u: 1.001015, v: -0.000613, r: 0.000011}, time: 0.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.899937500] [gps_imu_simul_node]: published simulated state: {position: {x: 1.900367, y: 0.999820, theta: 0.000005}, velocity: {u: 1.001015, v: -0.000613, r: 0.000011}, time: 0.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.907385500] [gps_imu_simul_node]: listened state: {position: {x: 2.000588, y: 0.999774, theta: 0.000006}, velocity: {u: 1.001418, v: -0.000691, r: 0.000012}, time: 1.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.908313800] [gps_imu_simul_node]: published simulated state: {position: {x: 2.000588, y: 0.999774, theta: 0.000006}, velocity: {u: 1.001418, v: -0.000691, r: 0.000012}, time: 1.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.915587100] [gps_imu_simul_node]: listened state: {position: {x: 2.100882, y: 0.999722, theta: 0.000007}, velocity: {u: 1.001880, v: -0.000769, r: 0.000014}, time: 1.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.916516400] [gps_imu_simul_node]: published simulated state: {position: {x: 2.100882, y: 0.999722, theta: 0.000007}, velocity: {u: 1.001880, v: -0.000769, r: 0.000014}, time: 1.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.924159500] [gps_imu_simul_node]: listened state: {position: {x: 2.201255, y: 0.999664, theta: 0.000009}, velocity: {u: 1.002396, v: -0.000849, r: 0.000015}, time: 1.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.925136800] [gps_imu_simul_node]: published simulated state: {position: {x: 2.201255, y: 0.999664, theta: 0.000009}, velocity: {u: 1.002396, v: -0.000849, r: 0.000015}, time: 1.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.932730400] [gps_imu_simul_node]: listened state: {position: {x: 2.301717, y: 0.999599, theta: 0.000010}, velocity: {u: 1.002956, v: -0.000929, r: 0.000016}, time: 1.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.933585600] [gps_imu_simul_node]: published simulated state: {position: {x: 2.301717, y: 0.999599, theta: 0.000010}, velocity: {u: 1.002956, v: -0.000929, r: 0.000016}, time: 1.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.941847500] [gps_imu_simul_node]: listened state: {position: {x: 2.402273, y: 0.999528, theta: 0.000012}, velocity: {u: 1.003549, v: -0.001010, r: 0.000017}, time: 1.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.943045100] [gps_imu_simul_node]: published simulated state: {position: {x: 2.402273, y: 0.999528, theta: 0.000012}, velocity: {u: 1.003549, v: -0.001010, r: 0.000017}, time: 1.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.950878100] [gps_imu_simul_node]: listened state: {position: {x: 2.502926, y: 0.999450, theta: 0.000014}, velocity: {u: 1.004158, v: -0.001095, r: 0.000019}, time: 1.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.951736700] [gps_imu_simul_node]: published simulated state: {position: {x: 2.502926, y: 0.999450, theta: 0.000014}, velocity: {u: 1.004158, v: -0.001095, r: 0.000019}, time: 1.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.960753700] [gps_imu_simul_node]: listened state: {position: {x: 2.603679, y: 0.999365, theta: 0.000016}, velocity: {u: 1.004771, v: -0.001183, r: 0.000020}, time: 1.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.961830400] [gps_imu_simul_node]: published simulated state: {position: {x: 2.603679, y: 0.999365, theta: 0.000016}, velocity: {u: 1.004771, v: -0.001183, r: 0.000020}, time: 1.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.968911000] [gps_imu_simul_node]: listened state: {position: {x: 2.704530, y: 0.999272, theta: 0.000018}, velocity: {u: 1.005369, v: -0.001275, r: 0.000021}, time: 1.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.969788800] [gps_imu_simul_node]: published simulated state: {position: {x: 2.704530, y: 0.999272, theta: 0.000018}, velocity: {u: 1.005369, v: -0.001275, r: 0.000021}, time: 1.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.977230100] [gps_imu_simul_node]: listened state: {position: {x: 2.805475, y: 0.999170, theta: 0.000020}, velocity: {u: 1.005937, v: -0.001373, r: 0.000022}, time: 1.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.978119800] [gps_imu_simul_node]: published simulated state: {position: {x: 2.805475, y: 0.999170, theta: 0.000020}, velocity: {u: 1.005937, v: -0.001373, r: 0.000022}, time: 1.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.985747800] [gps_imu_simul_node]: listened state: {position: {x: 2.906509, y: 0.999059, theta: 0.000022}, velocity: {u: 1.006458, v: -0.001477, r: 0.000024}, time: 1.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.986681800] [gps_imu_simul_node]: published simulated state: {position: {x: 2.906509, y: 0.999059, theta: 0.000022}, velocity: {u: 1.006458, v: -0.001477, r: 0.000024}, time: 1.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.994109100] [gps_imu_simul_node]: listened state: {position: {x: 3.007623, y: 0.998937, theta: 0.000025}, velocity: {u: 1.006915, v: -0.001587, r: 0.000025}, time: 2.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258687.995203800] [gps_imu_simul_node]: published simulated state: {position: {x: 3.007623, y: 0.998937, theta: 0.000025}, velocity: {u: 1.006915, v: -0.001587, r: 0.000025}, time: 2.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.002319300] [gps_imu_simul_node]: listened state: {position: {x: 3.108806, y: 0.998805, theta: 0.000027}, velocity: {u: 1.007295, v: -0.001703, r: 0.000026}, time: 2.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.003099800] [gps_imu_simul_node]: published simulated state: {position: {x: 3.108806, y: 0.998805, theta: 0.000027}, velocity: {u: 1.007295, v: -0.001703, r: 0.000026}, time: 2.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.010887500] [gps_imu_simul_node]: listened state: {position: {x: 3.210045, y: 0.998661, theta: 0.000030}, velocity: {u: 1.007595, v: -0.001826, r: 0.000028}, time: 2.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.011825900] [gps_imu_simul_node]: published simulated state: {position: {x: 3.210045, y: 0.998661, theta: 0.000030}, velocity: {u: 1.007595, v: -0.001826, r: 0.000028}, time: 2.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.019474100] [gps_imu_simul_node]: listened state: {position: {x: 3.311328, y: 0.998505, theta: 0.000033}, velocity: {u: 1.007817, v: -0.001955, r: 0.000029}, time: 2.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.020447400] [gps_imu_simul_node]: published simulated state: {position: {x: 3.311328, y: 0.998505, theta: 0.000033}, velocity: {u: 1.007817, v: -0.001955, r: 0.000029}, time: 2.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.028011600] [gps_imu_simul_node]: listened state: {position: {x: 3.412642, y: 0.998334, theta: 0.000036}, velocity: {u: 1.007961, v: -0.002091, r: 0.000031}, time: 2.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.028820000] [gps_imu_simul_node]: published simulated state: {position: {x: 3.412642, y: 0.998334, theta: 0.000036}, velocity: {u: 1.007961, v: -0.002091, r: 0.000031}, time: 2.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.036720000] [gps_imu_simul_node]: listened state: {position: {x: 3.513975, y: 0.998150, theta: 0.000039}, velocity: {u: 1.008027, v: -0.002232, r: 0.000032}, time: 2.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.037880700] [gps_imu_simul_node]: published simulated state: {position: {x: 3.513975, y: 0.998150, theta: 0.000039}, velocity: {u: 1.008027, v: -0.002232, r: 0.000032}, time: 2.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.046199100] [gps_imu_simul_node]: listened state: {position: {x: 3.615315, y: 0.997951, theta: 0.000042}, velocity: {u: 1.008019, v: -0.002379, r: 0.000034}, time: 2.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.047137600] [gps_imu_simul_node]: published simulated state: {position: {x: 3.615315, y: 0.997951, theta: 0.000042}, velocity: {u: 1.008019, v: -0.002379, r: 0.000034}, time: 2.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.054674300] [gps_imu_simul_node]: listened state: {position: {x: 3.716650, y: 0.997736, theta: 0.000046}, velocity: {u: 1.007937, v: -0.002532, r: 0.000036}, time: 2.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637258688.055546400] [gps_imu_simul_node]: published simulated state: {position: {x: 3.716650, y: 0.997736, theta: 0.000046}, velocity: {u: 1.007937, v: -0.002532, r: 0.000036}, time: 2.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
